created_at,entry_id,Temperature,Humidity,CO,Hydrogen
1/17/2019 6:14,208,28,49,1023,50
1/17/2019 6:14,209,28,49,1023,50
1/17/2019 6:14,210,27,49,1023,18
1/17/2019 6:15,211,27,49,1023,50
1/17/2019 6:15,212,27,49,1023,50
1/17/2019 6:15,213,27,49,1023,50
1/17/2019 6:16,214,27,49,1023,18
1/17/2019 6:16,215,27,49,1023,50
1/17/2019 6:16,216,27,49,1023,50
1/17/2019 6:17,217,27,50,1023,50
1/17/2019 6:17,218,28,50,1023,19
1/17/2019 6:17,219,28,50,1023,50
1/17/2019 6:17,220,28,50,1023,50
1/17/2019 6:18,221,28,48,1023,50
1/17/2019 6:18,222,28,48,1023,19
1/17/2019 6:18,223,28,48,1023,50
1/17/2019 6:19,224,28,49,1023,50
1/17/2019 6:19,225,27,49,1023,50
1/17/2019 6:19,226,27,49,1023,19
1/17/2019 6:20,227,27,49,1023,50
1/17/2019 6:20,228,27,49,1023,50
1/17/2019 6:20,229,27,49,1023,50
1/17/2019 6:21,230,27,49,1023,18
1/17/2019 6:21,231,27,49,1023,50
1/17/2019 6:21,232,27,49,1023,50
1/17/2019 6:22,233,28,49,1023,50
1/17/2019 6:22,234,28,49,1023,19
1/17/2019 6:22,235,28,49,1023,50
1/17/2019 6:23,236,28,49,1023,50
1/17/2019 6:23,237,28,49,1023,50
1/17/2019 6:23,238,28,49,1023,19
1/17/2019 6:24,239,28,49,1023,50
1/17/2019 6:24,240,28,49,1023,50
1/17/2019 6:24,241,28,49,1023,50
1/17/2019 6:24,242,28,49,1023,20
1/17/2019 6:25,243,28,49,1023,50
1/17/2019 6:25,244,28,48,1023,50
1/17/2019 6:25,245,28,48,1023,50
1/17/2019 6:26,246,28,48,1023,19
1/17/2019 6:26,247,28,48,1023,50
1/17/2019 6:26,248,28,48,1023,50
1/17/2019 6:27,249,28,48,1023,50
1/17/2019 6:27,250,28,48,1023,20
1/17/2019 6:27,251,28,48,1023,50
1/17/2019 6:28,252,28,49,1023,50
1/17/2019 6:28,253,28,49,1023,50
1/17/2019 6:28,254,28,49,1023,19
1/17/2019 6:29,255,28,49,1023,50
1/17/2019 6:29,256,28,48,1023,50
1/17/2019 6:29,257,28,48,1023,19
1/17/2019 6:29,258,28,48,1023,50
1/17/2019 6:30,259,28,48,1023,50
1/17/2019 6:30,260,28,48,1023,50
1/17/2019 6:30,261,28,48,1023,19
1/17/2019 6:31,262,28,48,1023,50
1/17/2019 6:31,263,28,48,1023,50
1/17/2019 6:31,264,28,48,1023,50
1/17/2019 6:32,265,28,48,1023,19
1/17/2019 6:32,266,28,48,1023,50
1/17/2019 6:32,267,28,48,1023,50
1/17/2019 6:33,268,28,48,1023,50
1/17/2019 6:33,269,28,48,1023,50
1/17/2019 6:33,270,28,48,1023,50
1/17/2019 6:34,271,28,48,1023,50
1/17/2019 6:34,272,28,48,1023,18
1/17/2019 6:34,273,28,48,1023,50
1/17/2019 6:35,274,28,48,1023,50
1/17/2019 6:35,275,28,48,1023,50
1/17/2019 6:35,276,28,48,1023,19
1/17/2019 6:36,277,28,48,1023,50
1/17/2019 6:36,278,28,48,1023,50
1/17/2019 6:36,279,28,48,1023,19
1/17/2019 6:37,280,28,48,1023,50
1/17/2019 6:37,281,28,48,1023,50
1/17/2019 6:37,282,28,49,1023,50
1/17/2019 6:38,283,28,49,1023,19
1/17/2019 6:38,284,28,49,1023,50
1/17/2019 6:38,285,28,49,1023,50
1/17/2019 6:39,286,28,48,1023,50
1/17/2019 6:39,287,28,48,1023,19
1/17/2019 6:39,288,28,48,1023,50
1/17/2019 6:39,289,28,48,1023,50
1/17/2019 6:40,290,28,48,1023,50
1/17/2019 6:40,291,28,48,1023,18
1/17/2019 6:40,292,28,48,1023,50
1/17/2019 6:41,293,28,47,1023,50
1/17/2019 6:41,294,28,47,1023,50
1/17/2019 6:41,295,28,47,1023,20
1/17/2019 6:42,296,28,47,1023,50
1/17/2019 6:42,297,28,47,1023,50
1/17/2019 6:42,298,28,47,1023,50
1/17/2019 6:43,299,28,47,1023,18
1/17/2019 6:43,300,28,47,1023,50
1/17/2019 6:43,301,28,48,1023,50
1/17/2019 6:44,302,28,48,1023,50
1/17/2019 6:44,303,28,48,1023,18
1/17/2019 6:44,304,28,48,1023,50
1/17/2019 6:45,305,28,48,1023,50
1/17/2019 6:45,306,28,48,1023,19
1/17/2019 6:45,307,28,48,1023,50
1/17/2019 6:46,308,28,48,1023,50
1/17/2019 6:46,309,28,48,1023,50
1/17/2019 6:46,310,28,48,1023,18
1/17/2019 6:46,311,28,48,1023,50
1/17/2019 6:47,312,28,48,1023,50
1/17/2019 6:47,313,28,48,1023,50
1/17/2019 6:47,314,28,48,1023,19
1/17/2019 6:48,315,28,47,1023,50
1/17/2019 6:48,316,28,47,1023,50
1/17/2019 6:48,317,28,47,1023,50
1/17/2019 6:49,318,28,46,1023,19
1/17/2019 6:49,319,28,46,1023,50
1/17/2019 6:49,320,28,46,1023,50
1/17/2019 6:50,321,28,45,1023,50
1/17/2019 6:50,322,28,45,1023,18
1/17/2019 6:50,323,28,45,1023,50
1/17/2019 6:51,324,28,45,1023,50
1/17/2019 6:51,325,28,45,1023,50
1/17/2019 6:51,326,28,45,1023,19
1/17/2019 6:52,327,28,45,1023,50
1/17/2019 6:52,328,28,45,1023,50
1/17/2019 6:52,329,28,45,1023,50
1/17/2019 6:53,330,28,45,1023,20
1/17/2019 6:53,331,28,45,1023,50
1/17/2019 6:53,332,28,45,1023,50
1/17/2019 6:53,333,28,45,1023,50
1/17/2019 6:54,334,28,45,1023,19
1/17/2019 6:54,335,28,45,1023,50
1/17/2019 6:54,336,28,45,1023,50
1/17/2019 6:55,337,28,45,1023,50
1/17/2019 6:55,338,28,45,1023,20
1/17/2019 6:55,339,28,45,1023,50
1/17/2019 6:56,340,28,45,1023,50
1/17/2019 6:56,341,28,45,1023,50
1/17/2019 6:56,342,28,44,1023,19
1/17/2019 6:57,343,28,44,1023,50
1/17/2019 6:57,344,28,44,1023,50
1/17/2019 6:57,345,28,44,1023,50
1/17/2019 6:58,346,28,44,1023,19
1/17/2019 6:58,347,28,44,1023,50
1/17/2019 6:58,348,28,44,1023,50
1/17/2019 6:59,349,28,44,1023,50
1/17/2019 6:59,350,28,44,1023,18
1/17/2019 6:59,351,28,44,1023,50
1/17/2019 6:59,352,28,44,1023,50
1/17/2019 7:00,353,28,44,1023,50
1/17/2019 7:00,354,28,44,1023,19
1/17/2019 7:00,355,28,44,1023,50
1/17/2019 7:01,356,28,44,1023,50
1/17/2019 7:01,357,28,44,1023,50
1/17/2019 7:01,358,28,44,1023,19
1/17/2019 7:02,359,28,44,1023,50
1/17/2019 7:02,360,28,44,1023,50
1/17/2019 7:02,361,28,44,1023,50
1/17/2019 7:03,362,28,44,1023,19
1/17/2019 7:03,363,28,44,1023,50
1/17/2019 7:03,364,28,44,1023,50
1/17/2019 7:04,365,28,44,1023,50
1/17/2019 7:04,366,28,44,1023,19
1/17/2019 7:04,367,28,44,1023,50
1/17/2019 7:05,368,28,44,1023,50
1/17/2019 7:05,369,28,44,1023,50
1/17/2019 7:05,370,28,44,1023,19
1/17/2019 7:05,371,28,44,1023,50
1/17/2019 7:06,372,28,44,1023,50
1/17/2019 7:06,373,28,44,1023,50
1/17/2019 7:06,374,28,44,1023,19
1/17/2019 7:07,375,28,44,1023,50
1/17/2019 7:07,376,28,44,1023,50
1/17/2019 7:07,377,28,44,1023,50
1/17/2019 7:08,378,28,44,1023,19
1/17/2019 7:08,379,28,44,1023,50
1/17/2019 7:08,380,28,45,1023,50
1/17/2019 7:09,381,28,45,1023,50
1/17/2019 7:09,382,28,45,1023,20
1/17/2019 7:09,383,28,45,1023,50
1/17/2019 7:10,384,28,44,1023,50
1/17/2019 7:10,385,28,44,1023,50
1/17/2019 7:10,386,28,44,1023,19
1/17/2019 7:11,387,28,44,1023,50
1/17/2019 7:11,388,28,44,1023,50
1/17/2019 7:11,389,28,44,1023,50
1/17/2019 7:12,390,28,44,1023,20
1/17/2019 7:12,391,28,44,1023,50
1/17/2019 7:12,392,28,44,1023,50
1/17/2019 7:13,393,28,44,1023,50
1/17/2019 7:13,394,28,44,1023,19
1/17/2019 7:13,395,28,45,1023,50
1/17/2019 7:13,396,28,45,1023,50
1/17/2019 7:14,397,28,45,1023,50
1/17/2019 7:14,398,28,46,1023,18
1/17/2019 7:14,399,28,46,1023,50
1/17/2019 7:15,400,28,46,1023,50
1/17/2019 7:15,401,28,46,1023,50
1/17/2019 7:15,402,28,45,1023,19
1/17/2019 7:16,403,28,45,1023,50
1/17/2019 7:16,404,28,45,1023,50
1/17/2019 7:16,405,28,45,1023,50
1/17/2019 7:17,406,28,45,1023,20
1/17/2019 7:17,407,28,45,1023,50
1/17/2019 7:17,408,28,45,1023,50
1/17/2019 7:18,409,28,45,1023,50
1/17/2019 7:18,410,28,45,1023,19
1/17/2019 7:18,411,28,45,1023,50
1/17/2019 7:19,412,28,45,1023,50
1/17/2019 7:19,413,28,45,1023,50
1/17/2019 7:19,414,28,45,1023,18
1/17/2019 7:20,415,28,45,1023,50
1/17/2019 7:20,416,28,45,1023,50
1/17/2019 7:20,417,28,45,1023,50
1/17/2019 7:21,418,28,45,1023,20
1/17/2019 7:21,419,28,45,1023,50
1/17/2019 7:21,420,28,44,1023,50
1/17/2019 7:22,421,28,44,1023,50
1/17/2019 7:22,422,28,44,1023,19
1/17/2019 7:22,423,28,44,1023,50
1/17/2019 7:23,424,28,44,1023,50
1/17/2019 7:23,425,29,44,1023,50
1/17/2019 7:23,426,29,44,1023,19
1/17/2019 7:23,427,29,44,1023,50
1/17/2019 7:24,428,28,44,1023,50
1/17/2019 7:24,429,28,44,1023,50
1/17/2019 7:24,430,28,44,1023,20
1/17/2019 7:25,431,28,44,1023,50
1/17/2019 7:25,432,28,44,1023,50
1/17/2019 7:25,433,28,44,1023,50
1/17/2019 7:26,434,28,44,1023,19
1/17/2019 7:26,435,28,44,1023,50
1/17/2019 7:26,436,28,44,1023,50
1/17/2019 7:27,437,28,44,1023,50
1/17/2019 7:27,438,28,44,1023,18
1/17/2019 7:27,439,28,44,1023,50
1/17/2019 7:28,440,28,44,1023,50
1/17/2019 7:28,441,28,45,1023,50
1/17/2019 7:28,442,28,45,1023,18
1/17/2019 7:29,443,28,45,1023,50
1/17/2019 7:29,444,28,45,1023,50
1/17/2019 7:29,445,28,45,1023,20
1/17/2019 7:30,446,28,45,1023,50
1/17/2019 7:30,447,28,45,1023,50
1/17/2019 7:30,448,28,44,1023,50
1/17/2019 7:31,449,28,44,1023,18
1/17/2019 7:31,450,28,44,1023,50
1/17/2019 7:31,451,28,44,1023,50
1/17/2019 7:32,452,28,44,1023,50
1/17/2019 7:32,453,29,44,1023,19
1/17/2019 7:32,454,29,44,1023,50
1/17/2019 7:33,455,29,44,1023,50
1/17/2019 7:33,456,29,43,1023,50
1/17/2019 7:33,457,29,43,1023,19
1/17/2019 7:34,458,29,43,1023,50
1/17/2019 7:34,459,29,43,1023,50
1/17/2019 7:34,460,28,43,1023,50
1/17/2019 7:34,461,28,43,1023,19
1/17/2019 7:35,462,28,45,1023,50
1/17/2019 7:35,463,28,45,1023,50
1/17/2019 7:35,464,28,45,1023,19
1/17/2019 7:36,465,28,45,1023,50
1/17/2019 7:36,466,28,45,1023,50
1/17/2019 7:36,467,28,45,1023,50
1/17/2019 7:37,468,28,45,1023,19
1/17/2019 7:37,469,28,44,1023,50
1/17/2019 7:37,470,28,44,1023,50
1/17/2019 7:38,471,28,44,1023,50
1/17/2019 7:38,472,28,43,1023,19
1/17/2019 7:38,473,28,43,1023,50
1/17/2019 7:39,474,28,43,1023,50
1/17/2019 7:39,475,28,43,1023,50
1/17/2019 7:39,476,28,43,1023,18
1/17/2019 7:40,477,28,43,1023,50
1/17/2019 7:40,478,28,43,1023,50
1/17/2019 7:40,479,28,43,1023,20
1/17/2019 7:41,480,28,43,1023,50
1/17/2019 7:41,481,28,43,1023,50
1/17/2019 7:41,482,28,43,1023,50
1/17/2019 7:42,483,28,44,1023,19
1/17/2019 7:42,484,28,44,1023,50
1/17/2019 7:42,485,28,44,1023,50
1/17/2019 7:43,486,28,44,1023,50
1/17/2019 7:43,487,29,44,1023,19
1/17/2019 7:43,488,29,44,1023,50
1/17/2019 7:43,489,29,44,1023,50
1/17/2019 7:44,490,28,44,1023,50
1/17/2019 7:44,491,28,44,1023,18
1/17/2019 7:44,492,28,44,1023,50
1/17/2019 7:45,493,28,43,1023,50
1/17/2019 7:45,494,29,43,1023,50
1/17/2019 7:45,495,29,43,1023,19
1/17/2019 7:46,496,29,43,1023,50
1/17/2019 7:46,497,28,43,1023,50
1/17/2019 7:46,498,28,43,1023,50
1/17/2019 7:47,499,28,44,1023,18
1/17/2019 7:47,500,29,44,1023,50
1/17/2019 7:47,501,29,44,1023,50
1/17/2019 7:48,502,29,44,1023,50
1/17/2019 7:48,503,29,44,1023,19
1/17/2019 7:48,504,29,44,1023,50
1/17/2019 7:49,505,29,44,1023,50
1/17/2019 7:49,506,29,44,1023,50
1/17/2019 7:49,507,29,44,1023,20
1/17/2019 7:50,508,29,44,1023,50
